"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Stylidium pendulum","https://id.biodiversity.org.au/node/apni/2900811","Stylidium pendulum","Stylidiaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea coccinea subsp. lanata","https://id.biodiversity.org.au/node/apni/2914369","Grevillea coccinea subsp. lanata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia sp. Marble Bar (J.G. & M.H. Simmons 3499)","https://id.biodiversity.org.au/node/apni/2906533","Acacia sp. Marble Bar (J.G. & M.H.Simmons 3499)","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Melaleuca genialis","https://id.biodiversity.org.au/node/apni/2914387","Melaleuca genialis","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon rotundifolius","https://id.biodiversity.org.au/node/apni/2920000","Leucopogon rotundifolius","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium thylax","https://id.biodiversity.org.au/node/apni/2905272","Stylidium thylax","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Numenius minutus","urn:lsid:biodiversity.org.au:afd.taxon:0a18674c-c945-43ea-85ea-8f47cc805dca","Numenius (Mesoscolopax) minutus","Scolopacidae",,"little curlew, little whimbrel","IA","Migratory birds protected under international agreement"
"Gastrolobium ferrugineum","https://id.biodiversity.org.au/node/apni/2887484","Gastrolobium ferrugineum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Isopogon buxifolius var. buxifolius","https://id.biodiversity.org.au/node/apni/2916413","Isopogon buxifolius var. buxifolius","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus crispata","https://id.biodiversity.org.au/node/apni/2909251","Eucalyptus crispata","Myrtaceae",,,"EN","Endangered"
"Stylidium articulatum","https://id.biodiversity.org.au/node/apni/2909670","Stylidium articulatum","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Millotia depauperata","https://id.biodiversity.org.au/node/apni/2893086","Millotia depauperata","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Spyridium montanum","https://id.biodiversity.org.au/node/apni/2896239","Spyridium montanum","Rhamnaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus canescens subsp. beadellii","https://id.biodiversity.org.au/node/apni/2897928","Eucalyptus canescens subsp. beadellii","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Caladenia integra","https://id.biodiversity.org.au/name/apni/91669","Caladenia integra","Orchidaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Gomphrena splendida","https://id.biodiversity.org.au/taxon/apni/51266549","Gomphrena splendida","Amaranthaceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea delta","https://id.biodiversity.org.au/node/apni/2897736","Grevillea delta","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Solanum tudununggae","https://id.biodiversity.org.au/node/apni/2903359","Solanum tudununggae","Solanaceae",,,"P1","Priority 1: Poorly-known species"
"Anthotium sp. Darling Range (F. Hort & B. Hort 2431)","ALA_Anthotium_sp_Darling_Range_F_Hort_B_Hort_2431","Anthotium sp. Darling Range (F. Hort & B. Hort 2431)",,,,"P1","Priority 1: Poorly-known species"
"Acacia sp. L Kimberley Flora (T.G. Hartley 14569)","ALA_Acacia_sp_L_Kimberley_Flora_T_G_Hartley_14569","Acacia sp. L Kimberley Flora (T.G. Hartley 14569)",,,,"P1","Priority 1: Poorly-known species"
"Calytrix oncophylla","https://id.biodiversity.org.au/node/apni/2910692","Calytrix oncophylla","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Parsonsia kimberleyensis","https://id.biodiversity.org.au/node/apni/2886351","Parsonsia kimberleyensis","Apocynaceae",,,"P1","Priority 1: Poorly-known species"
"Calothamnus superbus","https://id.biodiversity.org.au/taxon/apni/51289302","Calothamnus superbus","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Androcalva fragifolia","https://id.biodiversity.org.au/node/apni/2903651","Androcalva fragifolia","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Hemiandra sp. Kalbarri (D. Bellairs 1505)","https://id.biodiversity.org.au/node/apni/2904607","Hemiandra sp. Kalbarri (D.Bellairs 1505)","Lamiaceae",,,"P2","Priority 2: Poorly-known species"
"Tecticornia sp. Christmas Creek (K.A. Shepherd & T. Colmer et al. KS 1063)","ALA_Tecticornia_sp_Christmas_Creek_K_A_Shepherd_T_Colmer_et_al_KS_1063","Tecticornia sp. Christmas Creek (K.A. Shepherd & T. Colmer et al. KS 1063)",,,,"P1","Priority 1: Poorly-known species"
"Hydrocotyle grammatocarpa","https://id.biodiversity.org.au/node/apni/2891252","Hydrocotyle grammatocarpa","Araliaceae",,,"P1","Priority 1: Poorly-known species"
"Euphorbia clementii","https://id.biodiversity.org.au/node/apni/2913775","Euphorbia clementii","Euphorbiaceae",,,"P2","Priority 2: Poorly-known species"
"Pauridia salina","https://id.biodiversity.org.au/node/apni/7459673","Pauridia salina","Hypoxidaceae",,,"P1","Priority 1: Poorly-known species"
"Rhinonicteris aurantia (Pilbara)","urn:lsid:biodiversity.org.au:afd.taxon:28ffb8fe-89ba-47d2-ab90-12c93a55f826","Rhinonicteris aurantia","Rhinonycteridae",,"Pilbara leaf-nosed bat","VU","Vulnerable"
"Indigofera sp. Bungaroo Creek (S. van Leeuwen 4301)","https://id.biodiversity.org.au/node/apni/2912919","Indigofera sp. Bungaroo Creek (S.van Leeuwen 4301)","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Lepidosperma amantiferrum","https://id.biodiversity.org.au/node/apni/2901165","Lepidosperma amantiferrum","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Pultenaea vestita","https://id.biodiversity.org.au/node/apni/2912951","Pultenaea vestita","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium coatesianum","https://id.biodiversity.org.au/node/apni/2891718","Stylidium coatesianum","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Boronia virgata","https://id.biodiversity.org.au/node/apni/2904752","Boronia virgata","Rutaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Persoonia chapmaniana","https://id.biodiversity.org.au/node/apni/7826671","Persoonia chapmaniana","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Guichenotia glandulosa","https://id.biodiversity.org.au/node/apni/2899651","Guichenotia glandulosa","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus crucis subsp. praecipua","https://id.biodiversity.org.au/taxon/apni/51289876","Eucalyptus crucis subsp. praecipua","Myrtaceae",,,"EN","Endangered"
"Verticordia brevifolia subsp. brevifolia","https://id.biodiversity.org.au/node/apni/2917932","Verticordia brevifolia subsp. brevifolia","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Anilios yampiensis","urn:lsid:biodiversity.org.au:afd.taxon:8db8b9f1-5979-451c-a2c8-821514d98ee2","Anilios yampiensis","Typhlopidae",,"a blind snake (Koolan Island Yampi Sound)","P2","Priority 2: Poorly-known species"
"Stylidium uniflorum subsp. extensum","https://id.biodiversity.org.au/taxon/apni/51294428","Stylidium uniflorum subsp. extensum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia barrettiorum","https://id.biodiversity.org.au/node/apni/2917300","Acacia barrettiorum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Drosera allantostigma","https://id.biodiversity.org.au/node/apni/2892000","Drosera allantostigma","Droseraceae",,,"P1","Priority 1: Poorly-known species"
"Persoonia sulcata","https://id.biodiversity.org.au/node/apni/7831290","Persoonia sulcata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Amplirhagada novelta","urn:lsid:biodiversity.org.au:afd.taxon:011d65f5-2d7b-460c-93d1-0e9b982aba8b","Amplirhagada novelta","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Synaphea sp. Argyle (R. Butcher RB 1323)","ALA_Synaphea_sp_Argyle_R_Butcher_RB_1323","Synaphea sp. Argyle (R. Butcher RB 1323)",,,,"P1","Priority 1: Poorly-known species"
"Haegiela tatei","https://id.biodiversity.org.au/node/apni/6999108","Haegiela tatei","Asteraceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Spyridium villosum","https://id.biodiversity.org.au/node/apni/2912723","Spyridium villosum","Rhamnaceae",,,"P2","Priority 2: Poorly-known species"
"Rumex drummondii","https://id.biodiversity.org.au/node/apni/2902605","Rumex drummondii","Polygonaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Verticordia chrysostachys var. pallida","https://id.biodiversity.org.au/node/apni/2896170","Verticordia chrysostachys var. pallida","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Dampiera orchardii","https://id.biodiversity.org.au/node/apni/2897954","Dampiera orchardii","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Goodenia nuda","https://id.biodiversity.org.au/node/apni/2898699","Goodenia nuda","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Hypocalymma sylvestre","https://id.biodiversity.org.au/node/apni/2898251","Hypocalymma sylvestre","Myrtaceae",,,"EN","Endangered"
"Aristida calycina var. calycina","https://id.biodiversity.org.au/node/apni/2913377","Aristida calycina var. calycina","Poaceae",,,"P2","Priority 2: Poorly-known species"
"Bamazomus subsolanus","urn:lsid:biodiversity.org.au:afd.taxon:d7ecd72d-664c-42ee-b949-540c053e0ca3","Bamazomus subsolanus","Hubbardiidae",,"eastern Cape Range bamazomus","EN","Endangered"
"Acanthocarpus rupestris","https://id.biodiversity.org.au/node/apni/2905381","Acanthocarpus rupestris","Asparagaceae",,,"P2","Priority 2: Poorly-known species"
"Gyrostemon ditrigynus","https://id.biodiversity.org.au/node/apni/2900450","Gyrostemon ditrigynus","Gyrostemonaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Charadrius veredus","urn:lsid:biodiversity.org.au:afd.taxon:20a102bc-20b2-4832-8da5-a1e532180d26","Charadrius (Eupoda) veredus","Charadriidae",,"oriental plover","IA","Migratory birds protected under international agreement"
"Eucalyptus buprestium x ligulata","ALA_Eucalyptus_buprestium_x_ligulata","Eucalyptus buprestium x ligulata",,,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Amanita carneiphylla","4649f5ba-e470-4aa1-be92-4a1c9f99507c","Amanita carneiphylla","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Stackhousia clementii","https://id.biodiversity.org.au/node/apni/2887226","Stackhousia clementii","Celastraceae",,,"P3","Priority 3: Poorly-known species"
"Leptospermum macgillivrayi","https://id.biodiversity.org.au/node/apni/2891219","Leptospermum macgillivrayi","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Hirundapus caudacutus","urn:lsid:biodiversity.org.au:afd.taxon:21205690-54fd-452a-9772-d3e1f8780dff","Hirundapus caudacutus","Apodidae",,"white-throated needletail","IA","Migratory birds protected under international agreement"
"Grevillea fuscolutea","https://id.biodiversity.org.au/node/apni/2917843","Grevillea fuscolutea","Proteaceae",,,"VU","Vulnerable"
"Goodenia scapigera subsp. graniticola","https://id.biodiversity.org.au/node/apni/2921263","Goodenia scapigera subsp. graniticola","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Heliotropium uniflorum","https://id.biodiversity.org.au/node/apni/2895459","Heliotropium uniflorum","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Synaphea brachyceras","https://id.biodiversity.org.au/node/apni/2900403","Synaphea brachyceras","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Scyphiphora hydrophylacea","https://id.biodiversity.org.au/node/apni/2910645","Scyphiphora hydrophylacea","Rubiaceae",,,"P3","Priority 3: Poorly-known species"
"Aluta quadrata","https://id.biodiversity.org.au/node/apni/2912648","Aluta quadrata","Myrtaceae",,,"EN","Endangered"
"Banksia shanklandiorum","https://id.biodiversity.org.au/node/apni/2906125","Banksia shanklandiorum","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Homalocalyx grandiflorus","https://id.biodiversity.org.au/node/apni/2891066","Homalocalyx grandiflorus","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus aquilina","https://id.biodiversity.org.au/node/apni/2908200","Eucalyptus aquilina","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea nivea","https://id.biodiversity.org.au/node/apni/2900277","Grevillea nivea","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Brachyscias verecundus","https://id.biodiversity.org.au/node/apni/2888419","Brachyscias verecundus","Apiaceae",,,"CR","Critically endangered"
"Banksia viscida","https://id.biodiversity.org.au/node/apni/2915340","Banksia viscida","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Banksia foliolata","https://id.biodiversity.org.au/node/apni/2889650","Banksia foliolata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Utricularia dunstaniae","https://id.biodiversity.org.au/node/apni/2911169","Utricularia dunstaniae","Lentibulariaceae",,,"P1","Priority 1: Poorly-known species"
"Bettongia pusilla","ALA_Bettongia_pusilla","Bettongia pusilla",,,"dwarf Nullarbor bettong","EX","Presumed extinct"
"Polymeria distigma","https://id.biodiversity.org.au/node/apni/2918672","Polymeria distigma","Convolvulaceae",,,"P3","Priority 3: Poorly-known species"
"Melanotaenia pygmaea","urn:lsid:biodiversity.org.au:afd.taxon:fd704739-66b5-4718-bd88-f73e7c848907","Melanotaenia pygmaea","Melanotaeniidae",,"pygmy rainbowfish","P2","Priority 2: Poorly-known species"
"Acacia declinata","https://id.biodiversity.org.au/node/apni/2920443","Acacia declinata","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Gyrostemon sp. Ravensthorpe (G. Cockerton & N. Evelegh 9467)","ALA_Gyrostemon_sp_Ravensthorpe_G_Cockerton_N_Evelegh_9467","Gyrostemon sp. Ravensthorpe (G. Cockerton & N. Evelegh 9467)",,,,"P1","Priority 1: Poorly-known species"
"Thryptomene nitida","https://id.biodiversity.org.au/taxon/apni/51290348","Thryptomene nitida","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Tetratheca exasperata","https://id.biodiversity.org.au/node/apni/2920727","Tetratheca exasperata","Elaeocarpaceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia fimbrilepis subsp. fimbrilepis","https://id.biodiversity.org.au/node/apni/2889676","Verticordia fimbrilepis subsp. fimbrilepis","Myrtaceae",,,"VU","Vulnerable"
"Grevillea curviloba subsp. curviloba","https://id.biodiversity.org.au/node/apni/7814423","Grevillea curviloba subsp. curviloba","Proteaceae",,,"CR","Critically endangered"
"Hibbertia abyssus","https://id.biodiversity.org.au/node/apni/2913196","Hibbertia abyssus","Dilleniaceae",,,"CR","Critically endangered"
"Maireana murrayana","https://id.biodiversity.org.au/node/apni/2914197","Maireana murrayana","Chenopodiaceae",,,"P3","Priority 3: Poorly-known species"
"Anilios howi","urn:lsid:biodiversity.org.au:afd.taxon:1fd22d3d-8167-4e95-acb5-0db1caa26af7","Anilios howi","Typhlopidae",,"a blind snake (Admiralty Gulf)","P2","Priority 2: Poorly-known species"
"Babingtonia urbana","https://id.biodiversity.org.au/taxon/apni/51288787","Babingtonia urbana","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Gomphrena leptophylla","https://id.biodiversity.org.au/node/apni/2888167","Gomphrena leptophylla","Amaranthaceae",,,"P3","Priority 3: Poorly-known species"
"Turgenitubulus depressus","urn:lsid:biodiversity.org.au:afd.taxon:a160d564-56f8-4466-a13e-9aa5373a3f58","Turgenitubulus depressus","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Amanita drummondii","https://id.biodiversity.org.au/name/apni/3683759","Amanita drummondii","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Daviesia pleurophylla","https://id.biodiversity.org.au/node/apni/2886498","Daviesia pleurophylla","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Darwinia collina","https://id.biodiversity.org.au/node/apni/2895666","Darwinia collina","Myrtaceae",,,"CR","Critically endangered"
"Acacia gloeotricha","https://id.biodiversity.org.au/node/apni/2915940","Acacia gloeotricha","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Cleome kenneallyi","https://id.biodiversity.org.au/node/apni/2891047","Cleome kenneallyi","Cleomaceae",,,"P2","Priority 2: Poorly-known species"
"Millotia dimorpha","https://id.biodiversity.org.au/node/apni/2910713","Millotia dimorpha","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Bossiaea calcicola","https://id.biodiversity.org.au/node/apni/2902007","Bossiaea calcicola","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Dampiera glabrescens","https://id.biodiversity.org.au/taxon/apni/51287245","Dampiera glabrescens","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Dipteracanthus chichesterensis","https://id.biodiversity.org.au/taxon/apni/51266331","Dipteracanthus chichesterensis","Acanthaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon cryptanthus","https://id.biodiversity.org.au/node/apni/2887122","Leucopogon cryptanthus","Ericaceae",,,"EX","Presumed extinct"
"Stylidium korijekup","https://id.biodiversity.org.au/node/apni/2891056","Stylidium korijekup","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Comesperma viscidulum","https://id.biodiversity.org.au/node/apni/2899847","Comesperma viscidulum","Polygalaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
