"Supplied Name","guid","scientificName","family","kingdom","Taxon Id","Kingdom2","Class","Family2","scientificNameAuthorship","vernacular name"
"Zeuxine oblonga","https://id.biodiversity.org.au/name/apni/98491","Zeuxine oblonga","Orchidaceae",,"15903","plants","Equisetopsida","Orchidaceae","R.S.Rogers & C.T.White","hairy jewel orchid"
"Cadetia","https://id.biodiversity.org.au/node/apni/2896876","Cadetia","Orchidaceae",,"20332","plants","Equisetopsida","Orchidaceae",,
"Macadamia jansenii","https://id.biodiversity.org.au/node/apni/2904937","Macadamia jansenii","Proteaceae",,"8185","plants","Equisetopsida","Proteaceae","C.L.Gross & P.H.Weston",
"Amytornis goyderi","urn:lsid:biodiversity.org.au:afd.taxon:61c21988-481a-492f-96f1-cd4c48f79b10","Amytornis (Amytornis) goyderi","Maluridae",,"1565","animals","birds","Maluridae","(Gould, 1875)","Eyrean grasswren"
"Habenaria vatia","https://id.biodiversity.org.au/name/apni/5151352","Habenaria vatia","Orchidaceae",,"33887","plants","Equisetopsida","Orchidaceae","D.L.Jones ex. M.T.Mathieson",
"Demorchis queenslandica","https://id.biodiversity.org.au/name/apni/189040","Demorchis queenslandica","Orchidaceae",,"30797","plants","Equisetopsida","Orchidaceae","(Dockrill) D.L.Jones & M.A.Clem.",
"Bulbophyllum argyropus","https://id.biodiversity.org.au/name/apni/69414","Bulbophyllum argyropus","Orchidaceae",,"9493","plants","Equisetopsida","Orchidaceae","(Endl.) Rchb.f.",
"Liparis mowbulana","https://id.biodiversity.org.au/name/apni/65884","Liparis mowbulana","Orchidaceae",,"39914","plants","Equisetopsida","Orchidaceae",,
"Taeniophyllum triquetroradix","https://id.biodiversity.org.au/taxon/apni/51291025","Taeniophyllum triquetroradix","Orchidaceae",,"35918","plants","Equisetopsida","Orchidaceae","B.Gray",
"Tainia trinervis","https://id.biodiversity.org.au/name/apni/118394","Tainia trinervis","Orchidaceae",,"9081","plants","Equisetopsida","Orchidaceae","(Blume) Rchb.f.",
"Diteilis simmondsii","https://id.biodiversity.org.au/name/apni/189045","Diteilis simmondsii","Orchidaceae",,"36434","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) M.A.Clem. & D.L.Jones",
"Diuris alba","https://id.biodiversity.org.au/name/apni/78724","Diuris alba","Orchidaceae",,"9062","plants","Equisetopsida","Orchidaceae","R.Br.",
"Oberonia carnosa","https://id.biodiversity.org.au/name/apni/84620","Oberonia carnosa","Orchidaceae",,"10464","plants","Equisetopsida","Orchidaceae","Lavarack",
"Dendrobium speciosum subsp. grandiflorum","https://id.biodiversity.org.au/name/apni/140306","Dendrobium speciosum subsp. grandiflorum","Orchidaceae",,"9074","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) D.P.Banks & Clemesha",
"Aponogeton lancesmithii","https://id.biodiversity.org.au/node/apni/2892842","Aponogeton lancesmithii","Aponogetonaceae",,"21901","plants","Equisetopsida","Aponogetonaceae","Hellq. & S.W.L.Jacobs",
"Eucosia umbrosa","https://id.biodiversity.org.au/name/apni/189021","Eucosia umbrosa","Orchidaceae",,"30799","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Macrozamia cardiacensis","https://id.biodiversity.org.au/node/apni/2906288","Macrozamia cardiacensis","Zamiaceae",,"18142","plants","Equisetopsida","Zamiaceae","P.I.Forst. & D.L.Jones",
"Habenaria exilis","https://id.biodiversity.org.au/name/apni/178887","Habenaria exilis","Orchidaceae",,"21845","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Corunastylis archeri","https://id.biodiversity.org.au/name/apni/169063","Corunastylis archeri","Orchidaceae",,"27533","plants","Equisetopsida","Orchidaceae","(Hook.f.) D.L.Jones & M.A.Clem.",
"Plectorrhiza tridentata","https://id.biodiversity.org.au/name/apni/81752","Plectorrhiza tridentata","Orchidaceae",,"14320","plants","Equisetopsida","Orchidaceae","(Lindl.) Dockrill","tangle orchid"
"Dockrillia teretifolia","https://id.biodiversity.org.au/taxon/apni/51316840","Dockrillia teretifolia","Orchidaceae",,"5671","plants","Equisetopsida","Orchidaceae","(R.Br.) Brieger","rat's tail orchid"
"Dockrillia rigida","https://id.biodiversity.org.au/name/apni/165815","Dockrillia rigida","Orchidaceae",,"5801","plants","Equisetopsida","Orchidaceae","(R.Br.) Rauschert",
"Tainia","https://id.biodiversity.org.au/node/apni/2919607","Tainia","Orchidaceae",,"21587","plants","Equisetopsida","Orchidaceae",,
"Bulbophyllum shepherdii","https://id.biodiversity.org.au/name/apni/69726","Bulbophyllum shepherdii","Orchidaceae",,"8228","plants","Equisetopsida","Orchidaceae","(F.Muell.) F.Muell.","wheat-leaved orchid"
"Corunastylis sp. (Raby Bay J.Elsol AQ462423)","ALA_Corunastylis_sp_Raby_Bay_J_Elsol_AQ462423","Corunastylis sp. (Raby Bay J.Elsol AQ462423)",,,"36582","plants","Equisetopsida","Orchidaceae",,
"Corunastylis pedersonii","https://id.biodiversity.org.au/name/apni/6273462","Corunastylis pedersonii","Orchidaceae",,"27540","plants","Equisetopsida","Orchidaceae","(D.L.Jones) D.L.Jones & M.A.Clem.",
"Dockrillia cucumerina","https://id.biodiversity.org.au/name/apni/181525","Dockrillia cucumerina","Orchidaceae",,"18386","plants","Equisetopsida","Orchidaceae","(Macleay ex Lindl.) Brieger",
"Nepenthes alicae","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,"40155","plants","Equisetopsida","Nepenthaceae",,
"Taeniophyllum baumei","https://id.biodiversity.org.au/name/apni/51285170","Taeniophyllum baumei","Orchidaceae",,"40484","plants","Equisetopsida","Orchidaceae","B.Gray",
"Cycas angulata","https://id.biodiversity.org.au/node/apni/2887837","Cycas angulata","Cycadaceae",,"12076","plants","Equisetopsida","Cycadaceae","R.Br.",
"Tmesipteris lanceolata","https://id.biodiversity.org.au/node/apni/2907902","Tmesipteris lanceolata","Psilotaceae",,"8486","plants","Equisetopsida","Psilotaceae","P.A.Dang.",
"Epidendrum","https://id.biodiversity.org.au/node/apni/2911873","Epidendrum","Orchidaceae",,"20683","plants","Equisetopsida","Orchidaceae",,
"Corybas hispidus","https://id.biodiversity.org.au/name/apni/81722","Corybas hispidus","Orchidaceae",,"14005","plants","Equisetopsida","Orchidaceae","D.L.Jones","bristly helmet orchid"
"Dendrobium mirbelianum","https://id.biodiversity.org.au/node/apni/2892847","Durabaculum mirbelianum","Orchidaceae",,"12836","plants","Equisetopsida","Orchidaceae","Gaudich.","mangrove orchid"
"Drynaria x dumicola","https://id.biodiversity.org.au/node/apni/2887347","Drynaria x dumicola","Polypodiaceae",,"21874","plants","Equisetopsida","Polypodiaceae","Bostock",
"Erythrura trichroa","urn:lsid:biodiversity.org.au:afd.taxon:64f01e51-e90b-4a19-9c20-62b9de54ca90","Erythrura (Acalanthe) trichroa","Estrildidae",,"1378","animals","birds","Estrildidae","(Kittlitz, 1835)","blue-faced parrot-finch"
"Micropera","https://id.biodiversity.org.au/node/apni/2887363","Micropera","Orchidaceae",,"21077","plants","Equisetopsida","Orchidaceae",,
"Corunastylis sp. (Wyberba D.L.Jones+ 2557)","ALA_Corunastylis_sp_Wyberba_D_L_Jones_2557","Corunastylis sp. (Wyberba D.L.Jones+ 2557)",,,"36583","plants","Equisetopsida","Orchidaceae",,
"Cophixalus concinnus","urn:lsid:biodiversity.org.au:afd.taxon:abfe518d-2c58-4c08-9c5b-172fa60e4aa5","Cophixalus concinnus","Microhylidae",,"29399","animals","amphibians","Microhylidae","Tyler, 1979","beautiful nurseryfrog"
"Nervilia aragoana","https://id.biodiversity.org.au/name/apni/83069","Nervilia aragoana","Orchidaceae",,"9517","plants","Equisetopsida","Orchidaceae","Gaudich.",
"Acianthus ledwardii","https://id.biodiversity.org.au/node/apni/2889011","Acianthus fornicatus","Orchidaceae",,"8545","plants","Equisetopsida","Orchidaceae","Rupp",
"Crepidomanes aphlebioides","https://id.biodiversity.org.au/node/apni/7404140","Crepidomanes aphleboides","Hymenophyllaceae",,"21854","plants","Equisetopsida","Hymenophyllaceae","(Christ) I.M.Turner",
"Habenaria","https://id.biodiversity.org.au/node/apni/2888632","Habenaria","Orchidaceae",,"12817","plants","Equisetopsida","Orchidaceae",,
"Lindsaea pulchella var. blanda","https://id.biodiversity.org.au/node/apni/2903389","Lindsaea pulchella var. blanda","Lindsaeaceae",,"12057","plants","Equisetopsida","Lindsaeaceae","(Mett. ex Kuhn) K.U.Kramer",
"Phlegmariurus proliferus","ALA_Phlegmariurus_proliferus","Phlegmariurus proliferus",,,"40557","plants","Equisetopsida","Lycopodiaceae","(Blume) A.R.Field & Bostock",
"Sticherus milnei","https://id.biodiversity.org.au/node/apni/2904586","Sticherus milnei","Gleicheniaceae",,"12024","plants","Equisetopsida","Gleicheniaceae","(Baker) Ching",
"Bryobium irukandjianum","https://id.biodiversity.org.au/name/apni/176952","Bryobium irukandjianum","Orchidaceae",,"32737","plants","Equisetopsida","Orchidaceae","(St.Cloud) M.A.Clem. & D.L.Jones",
"Pterostylis pearsonii","https://id.biodiversity.org.au/name/apni/227714","Pterostylis pearsonii","Orchidaceae",,"36534","plants","Equisetopsida","Orchidaceae","(D.L.Jones) Janes & Duretto",
"Vrydagzynea","https://id.biodiversity.org.au/node/apni/2897565","Vrydagzynea","Orchidaceae",,"21729","plants","Equisetopsida","Orchidaceae",,
"Grammitis albosetosa","https://id.biodiversity.org.au/node/apni/8500343","Oreogrammitis albosetosa","Grammitidaceae",,"17069","plants","Equisetopsida","Polypodiaceae","(F.M.Bailey) Parris",
"Nepenthes parvula","https://id.biodiversity.org.au/taxon/apni/51290437","Nepenthes parvula","Nepenthaceae",,"36037","plants","Equisetopsida","Nepenthaceae","G.W.Wilson & S.Venter",
"Cycas cairnsiana","https://id.biodiversity.org.au/node/apni/2908796","Cycas cairnsiana","Cycadaceae",,"12077","plants","Equisetopsida","Cycadaceae","F.Muell.",
"Dockrillia nugentii","https://id.biodiversity.org.au/name/apni/178988","Dockrillia nugentii","Orchidaceae",,"5804","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) M.A.Clem. & D.L.Jones",
"Diteilis collinsii","https://id.biodiversity.org.au/name/apni/189044","Diteilis collinsii","Orchidaceae",,"36436","plants","Equisetopsida","Orchidaceae","(B.Gray) M.A.Clem. & D.L.Jones",
"Asplenium pellucidum","https://id.biodiversity.org.au/node/apni/2898113","Asplenium pellucidum","Aspleniaceae",,"12113","plants","Equisetopsida","Aspleniaceae","Lam.",
"Papillilabium beckleri","https://id.biodiversity.org.au/name/apni/86655","Papillilabium beckleri","Orchidaceae",,"12760","plants","Equisetopsida","Orchidaceae","(F.Muell. ex Benth.) Dockrill",
"Habenaria triplonema","https://id.biodiversity.org.au/name/apni/106697","Habenaria triplonema","Orchidaceae",,"12815","plants","Equisetopsida","Orchidaceae","Schltr.",
"Cestichis fleckeri","https://id.biodiversity.org.au/name/apni/196164","Cestichis fleckeri","Orchidaceae",,"36439","plants","Equisetopsida","Orchidaceae","(Nicholls) M.A.Clem. & D.L.Jones",
"Bulbophyllum sladeanum","https://id.biodiversity.org.au/name/apni/69747","Bulbophyllum sladeanum","Orchidaceae",,"8196","plants","Equisetopsida","Orchidaceae","A.D.Hawkes",
"Nepenthes cholmondeleyi","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,"40149","plants","Equisetopsida","Nepenthaceae",,
"Arthrochilus sabulosus","https://id.biodiversity.org.au/name/apni/117348","Arthrochilus sabulosus","Orchidaceae",,"7934","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Schistotylus purpuratus","https://id.biodiversity.org.au/name/apni/88669","Schistotylus purpuratus","Orchidaceae",,"19335","plants","Equisetopsida","Orchidaceae","(Rupp) Dockrill",
"Bulbophyllum weinthalii subsp. striatum","https://id.biodiversity.org.au/name/apni/168216","Bulbophyllum weinthalii subsp. striatum","Orchidaceae",,"26723","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Taudactylus pleione","urn:lsid:biodiversity.org.au:afd.taxon:5908f2e8-065f-48ea-a45a-ae155bf66246","Taudactylus pleione","Myobatrachidae",,"655","animals","amphibians","Myobatrachidae","Czechura, 1986","Kroombit tinkerfrog"
"Corybas aconitiflorus","https://id.biodiversity.org.au/name/apni/171781","Corybas aconitiflorus","Orchidaceae",,"14727","plants","Equisetopsida","Orchidaceae","Salisb.",
"Thelymitra longifolia","https://id.biodiversity.org.au/name/apni/115766","Thelymitra longifolia","Orchidaceae",,"28222","plants","Equisetopsida","Orchidaceae","J.R.Forst. & G.Forst.",
"Cestichis condylobulbon","https://id.biodiversity.org.au/name/apni/196926","Cestichis condylobulbon","Orchidaceae",,"36433","plants","Equisetopsida","Orchidaceae","(Rchb.f.) M.A.Clem. & D.L.Jones",
"Cyathea exilis","https://id.biodiversity.org.au/node/apni/2910355","Cyathea exilis","Cyatheaceae",,"9023","plants","Equisetopsida","Cyatheaceae","Holttum",
"Pholidota",,,,,"21277","plants","Equisetopsida","Orchidaceae",,
"Ctenopteris blechnoides","https://id.biodiversity.org.au/node/apni/2910683","Ctenopterella blechnoides","Grammitidaceae",,"12073","plants","Equisetopsida","Polypodiaceae","(Grev.) W.H.Wagner & Grether",
"Macrozamia mountperriensis","https://id.biodiversity.org.au/node/apni/2920366","Macrozamia mountperriensis","Zamiaceae",,"8972","plants","Equisetopsida","Zamiaceae","F.M.Bailey",
"Cooktownia",,,,,"20490","plants","Equisetopsida","Orchidaceae",,
"Lepidozamia hopei","https://id.biodiversity.org.au/node/apni/2918315","Lepidozamia hopei","Zamiaceae",,"16811","plants","Equisetopsida","Zamiaceae","(W.Hill) Regel","Hope's cycad"
"Epipogium","https://id.biodiversity.org.au/node/apni/2901907","Epipogium","Orchidaceae",,"20684","plants","Equisetopsida","Orchidaceae",,
"Lycopodium volubile","https://id.biodiversity.org.au/node/apni/2905786","Lycopodium volubile","Lycopodiaceae",,"16739","plants","Equisetopsida","Lycopodiaceae","G.Forst.",
"Diuris exitela","https://id.biodiversity.org.au/name/apni/117437","Diuris exitela","Orchidaceae",,"7943","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Euastacus monteithorum","urn:lsid:biodiversity.org.au:afd.taxon:9f6f5263-d696-4b38-aaf2-ed4845db65a0","Euastacus monteithorum","Parastacidae",,"33596","animals","malacostracans","Parastacidae","Morgan, 1989",
"Dendrobium paragnomus","https://id.biodiversity.org.au/name/apni/198152","Dendrobium paragnomus","Orchidaceae",,"39682","plants","Equisetopsida","Orchidaceae","Ormerod",
"Pterostylis antennifera","https://id.biodiversity.org.au/taxon/apni/51305132","Pterostylis antennifera","Orchidaceae",,"36226","plants","Equisetopsida","Orchidaceae","(D.L.Jones) D.L.Jones",
"Bulbophyllum wanjurum","https://id.biodiversity.org.au/name/apni/69782","Bulbophyllum wanjurum","Orchidaceae",,"39982","plants","Equisetopsida","Orchidaceae",,
"Bulbophyllum bowkettiae","https://id.biodiversity.org.au/name/apni/69441","Bulbophyllum bowkettiae","Orchidaceae",,"9887","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Erythrura gouldiae","urn:lsid:biodiversity.org.au:afd.taxon:21dc0ca1-1639-496b-ba41-e2903491b666","Erythrura (Chloebia) gouldiae","Estrildidae",,"1376","animals","birds","Estrildidae","(Gould, 1844)","Gouldian finch"
"Pterostylis ophioglossa","https://id.biodiversity.org.au/name/apni/75115","Pterostylis ophioglossa","Orchidaceae",,"9322","plants","Equisetopsida","Orchidaceae","R.Br.",
"Dendrobium speciosum subsp. capricornicum","https://id.biodiversity.org.au/name/apni/248526","Dendrobium speciosum subsp. capricornicum","Orchidaceae",,"9756","plants","Equisetopsida","Orchidaceae","(Clemesha) D.P.Banks & Clemesha",
"Thelymitra pauciflora","NZOR-6-89979","Thelymitra pauciflora sensu","Orchidaceae",,"12675","plants","Equisetopsida","Orchidaceae","R.Br.","slender sun orchid"
"Sarcochilus dilatatus","https://id.biodiversity.org.au/name/apni/62881","Sarcochilus dilatatus","Orchidaceae",,"12659","plants","Equisetopsida","Orchidaceae","F.Muell.","brown sarcochilus"
"Oedura jowalbinna","urn:lsid:biodiversity.org.au:afd.taxon:81c1b7b6-2230-4a2d-95a2-615b52620631","Oedura jowalbinna","Diplodactylidae",,"32050","animals","reptiles","Diplodactylidae","Hoskin & Higgie, 2008","Quinkan velvet gecko"
"Diuris sulphurea","https://id.biodiversity.org.au/name/apni/96803","Diuris sulphurea","Orchidaceae",,"14608","plants","Equisetopsida","Orchidaceae","R.Br.","tiger orchid"
"Caladenia amnicola","https://id.biodiversity.org.au/name/apni/171412","Caladenia amnicola","Orchidaceae",,"32546","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Pterostylis depauperata","https://id.biodiversity.org.au/name/apni/74526","Pterostylis depauperata","Orchidaceae",,"12692","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Huperzia serrata","https://id.biodiversity.org.au/node/apni/2895756","Huperzia serrata","Lycopodiaceae",,"12357","plants","Equisetopsida","Lycopodiaceae","(Thunb. ex Murray) Trevis.",
"Bulbophyllum toressae","https://id.biodiversity.org.au/name/apni/236333","Bulbophyllum toressae","Orchidaceae",,"39981","plants","Equisetopsida","Orchidaceae",,
"Diuris tricolor","https://id.biodiversity.org.au/node/apni/2903119","Diuris tricolor","Orchidaceae",,"8198","plants","Equisetopsida","Orchidaceae","Fitzg.",
"Dendrobium affine","https://id.biodiversity.org.au/name/apni/84857","Dendrobium affine","Orchidaceae",,"37682","plants","Equisetopsida","Orchidaceae","(Decne.) Steud.",
"Acriopsis","https://id.biodiversity.org.au/node/apni/2915141","Acriopsis","Orchidaceae",,"20094","plants","Equisetopsida","Orchidaceae",,
"Stagonopleura guttata","urn:lsid:biodiversity.org.au:afd.taxon:3121bb31-77e1-4902-8af3-4605c41e8d84","Stagonopleura (Stagonopleura) guttata","Estrildidae",,"1355","animals","birds","Estrildidae","(Shaw, 1796)","diamond firetail"
"Phlegmariurus dalhousieanus","https://id.biodiversity.org.au/node/apni/2917787","Phlegmariurus dalhousieanus","Lycopodiaceae",,"34757","plants","Equisetopsida","Lycopodiaceae","(Spring) A.R.Field & Bostock",
"Macrozamia lomandroides x M.pauli-guilielmi","ALA_Macrozamia_lomandroides_x_M_pauli_guilielmi","Macrozamia lomandroides x M.pauli-guilielmi","Zamiaceae",,"5876","plants","Equisetopsida","Zamiaceae","D.L.Jones",
"Mobilabium hamatum","https://id.biodiversity.org.au/name/apni/78255","Mobilabium hamatum","Orchidaceae",,"12783","plants","Equisetopsida","Orchidaceae","Rupp",
"Saproscincus saltus","urn:lsid:biodiversity.org.au:afd.taxon:3b9bb3ae-e881-413b-8504-20c02705db20","Saproscincus saltus","Scincidae",,"34971","animals","reptiles","Scincidae","Hoskin, 2013","Cape Melville shade skink"
"Cycas candida","https://id.biodiversity.org.au/node/apni/2893335","Cycas candida","Cycadaceae",,"27956","plants","Equisetopsida","Cycadaceae","K.D.Hill",
"Habenaria macraithii","https://id.biodiversity.org.au/node/apni/2908451","Habenaria maccraithii","Orchidaceae",,"9580","plants","Equisetopsida","Orchidaceae","Lavarack",
"Pterostylis baptistii x Pterostylis nutans","ALA_Pterostylis_baptistii_x_Pterostylis_nutans","Pterostylis baptistii x Pterostylis nutans",,,"34218","plants","Equisetopsida","Orchidaceae",,
"Aponogeton","https://id.biodiversity.org.au/taxon/apni/51266805","Aponogeton","Aponogetonaceae",,"17957","plants","Equisetopsida","Aponogetonaceae",,
"Corunastylis tenella","https://id.biodiversity.org.au/name/apni/242334","Corunastylis tenella","Orchidaceae",,"36568","plants","Equisetopsida","Orchidaceae","D.L.Jones & L.M.Copel.",
"Bulbophyllum schillerianum","https://id.biodiversity.org.au/name/apni/69718","Bulbophyllum schillerianum","Orchidaceae",,"10323","plants","Equisetopsida","Orchidaceae","Rchb.f.","red rope orchid"
"Thelasis carinata","https://id.biodiversity.org.au/name/apni/96465","Thelasis carinata","Orchidaceae",,"12673","plants","Equisetopsida","Orchidaceae","Blume",
"Rhinerrhizopsis matutina","https://id.biodiversity.org.au/node/apni/2918122","Rhinerrhizopsis matutina","Orchidaceae",,"33076","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Amytornis rowleyi","ALA_Amytornis_rowleyi","Amytornis rowleyi","Maluridae",,"1568","animals","birds","Maluridae","(Gould, 1840)","rusty grasswren"
"Bulbophyllum baileyi","https://id.biodiversity.org.au/name/apni/69432","Bulbophyllum baileyi","Orchidaceae",,"14016","plants","Equisetopsida","Orchidaceae","F.Muell.",
"Diuris punctata var. parvipetala","https://id.biodiversity.org.au/name/apni/96355","Diuris punctata var. parvipetala","Orchidaceae",,"40419","plants","Equisetopsida","Orchidaceae",,
"Dendrobium phalaenopsis var. schroederianum x Dendrobium taurinum","ALA_Dendrobium_phalaenopsis_var_schroederianum_x_Dendrobium_taurinum","Dendrobium phalaenopsis var. schroederianum x Dendrobium taurinum",,,"36930","plants","Equisetopsida","Orchidaceae",,
"Luisia",,,,,"21010","plants","Equisetopsida","Orchidaceae",,
"Acianthus","https://id.biodiversity.org.au/node/apni/2909274","Acianthus","Orchidaceae",,"9655","plants","Equisetopsida","Orchidaceae",,
"Diuris chrysantha","https://id.biodiversity.org.au/name/apni/78879","Diuris chrysantha","Orchidaceae",,"9276","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.","double yellow tails"
"Chiloglottis","https://id.biodiversity.org.au/node/apni/2899699","Chiloglottis","Orchidaceae",,"9614","plants","Equisetopsida","Orchidaceae",,
"Ornithochilus moretoni","ALA_Ornithochilus_moretoni","Ornithochilus moretoni",,,"37704","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Calochilus robertsonii","https://id.biodiversity.org.au/name/apni/99095","Calochilus robertsonii","Orchidaceae",,"15832","plants","Equisetopsida","Orchidaceae","Benth.","purplish beard orchid"
"Habenaria euryloba","https://id.biodiversity.org.au/name/apni/176871","Habenaria euryloba","Orchidaceae",,"29234","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Dendrobium discolor x D.nindii","ALA_Dendrobium_discolor_x_D_nindii","Dendrobium discolor x D.nindii","Orchidaceae",,"35005","plants","Equisetopsida","Orchidaceae","Lindl.",
"Corunastylis rufa","https://id.biodiversity.org.au/name/apni/170786","Corunastylis rufa","Orchidaceae",,"27543","plants","Equisetopsida","Orchidaceae","(R.Br.) D.L.Jones & M.A.Clem.",
"Dendrobium albiflorum","ALA_Dendrobium_albiflorum","Dendrobium albiflorum",,,"36928","plants","Equisetopsida","Orchidaceae","Ridl.",
"Prosthechea radiata","ALA_Prosthechea_radiata","Prosthechea radiata",,,"40654","plants","Equisetopsida","Orchidaceae","(Lindl.) W.E.Higgins",
"Rhizanthella","https://id.biodiversity.org.au/node/apni/2888545","Rhizanthella","Orchidaceae",,"21402","plants","Equisetopsida","Orchidaceae",,
"Robiquetia","https://id.biodiversity.org.au/node/apni/2889119","Robiquetia","Orchidaceae",,"21419","plants","Equisetopsida","Orchidaceae",,
"Phlegmariurus squarrosus","https://id.biodiversity.org.au/node/apni/2916196","Phlegmariurus squarrosus","Lycopodiaceae",,"34780","plants","Equisetopsida","Lycopodiaceae","(G.Forst.) A.Love & D.Love",
"Dendrobium monophyllum","https://id.biodiversity.org.au/name/apni/86049","Dendrobium monophyllum","Orchidaceae",,"14634","plants","Equisetopsida","Orchidaceae","F.Muell.",
"Trachoma stellatum","https://id.biodiversity.org.au/name/apni/58412","Trachoma stellatum","Orchidaceae",,"8183","plants","Equisetopsida","Orchidaceae","M.A.Clem., D.L.Jones, B.Gray & J.J.Wood",
"Chiloschista","https://id.biodiversity.org.au/node/apni/2915249","Chiloschista","Orchidaceae",,"20427","plants","Equisetopsida","Orchidaceae",,
"Corunastylis","https://id.biodiversity.org.au/name/apni/81548","Corunastylis","Orchidaceae",,"36427","plants","Equisetopsida","Orchidaceae",,
"Calochilus imperiosus","https://id.biodiversity.org.au/name/apni/189017","Calochilus imperiosus","Orchidaceae",,"30809","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Mixophyes iteratus","urn:lsid:biodiversity.org.au:afd.taxon:9eef5215-a3d4-4435-b82c-9284d730f002","Mixophyes iteratus","Myobatrachidae",,"676","animals","amphibians","Myobatrachidae","Straughan, 1968","giant barred frog"
"Pterostylis longicurva","https://id.biodiversity.org.au/name/apni/74896","Pterostylis longicurva","Orchidaceae",,"8555","plants","Equisetopsida","Orchidaceae","Rupp",
"Sarcochilus hillii","https://id.biodiversity.org.au/name/apni/63097","Sarcochilus hillii","Orchidaceae",,"12657","plants","Equisetopsida","Orchidaceae","(F.Muell.) F.Muell.",
"Dendrobium carronii","https://id.biodiversity.org.au/node/apni/2918830","Cepobaculum carronii","Orchidaceae",,"9755","plants","Equisetopsida","Orchidaceae","Lavarack & P.J.Cribb",
"Corybas barbarae","https://id.biodiversity.org.au/name/apni/81670","Corybas barbarae","Orchidaceae",,"9265","plants","Equisetopsida","Orchidaceae","D.L.Jones","helmet orchid"
"Vanda hindsii","https://id.biodiversity.org.au/node/apni/2889494","Vanda hindsii","Orchidaceae",,"12680","plants","Equisetopsida","Orchidaceae","Lindl.","Cape York vanda"
"Falco hypoleucos","urn:lsid:biodiversity.org.au:afd.taxon:5c4c5947-83a6-4a42-b861-8c408cfed4e7","Falco (Hierofalco) hypoleucos","Falconidae",,"1705","animals","birds","Falconidae","Gould, 1841","grey falcon"
"Phyllurus championae","urn:lsid:biodiversity.org.au:afd.taxon:55aa4c0c-b112-46e0-a421-7b8ad6b0c68c","Phyllurus championae","Carphodactylidae",,"22413","animals","reptiles","Carphodactylidae","Schneider, Couper, Hoskin & Covacevich 2000","Connors' Range broad-tailed gecko"
"Phlegmariurus nummulariifolius","ALA_Phlegmariurus_nummulariifolius","Phlegmariurus nummulariifolius",,,"40556","plants","Equisetopsida","Lycopodiaceae","(Blume) Ching",
"Pterostylis stricta","https://id.biodiversity.org.au/name/apni/75864","Pterostylis stricta","Orchidaceae",,"12699","plants","Equisetopsida","Orchidaceae","Clemesha & B.Gray",
"Cyanicula caerulea","https://id.biodiversity.org.au/name/apni/170847","Cyanicula caerulea","Orchidaceae",,"31824","plants","Equisetopsida","Orchidaceae","(R.Br.) Hopper & A.P.Br.",
"Gastrodia urceolata","https://id.biodiversity.org.au/name/apni/117459","Gastrodia urceolata","Orchidaceae",,"7949","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Cleisostoma keffordii","https://id.biodiversity.org.au/name/apni/71255","Cleisostoma keffordii","Orchidaceae",,"39930","plants","Equisetopsida","Orchidaceae",,
"Dendrobium lobbii","https://id.biodiversity.org.au/name/apni/85969","Dendrobium lobbii","Orchidaceae",,"12833","plants","Equisetopsida","Orchidaceae","Teijsm. & Binn.",
"Taeniophyllum malianum","https://id.biodiversity.org.au/name/apni/66078","Taeniophyllum malianum","Orchidaceae",,"12670","plants","Equisetopsida","Orchidaceae","Schltr.",
"Amytornis dorotheae","urn:lsid:biodiversity.org.au:afd.taxon:1cf5305e-96c1-4c5d-b98a-7b7b139138ca","Amytornis (Magnamytis) dorotheae","Maluridae",,"1564","animals","birds","Maluridae","(Mathews, 1914)","Carpentarian grasswren"
"Acianthus fornicatus","https://id.biodiversity.org.au/node/apni/2889011","Acianthus fornicatus","Orchidaceae",,"14087","plants","Equisetopsida","Orchidaceae","R.Br.","pixie caps"
"Corunastylis fimbriata","https://id.biodiversity.org.au/name/apni/170815","Corunastylis fimbriata","Orchidaceae",,"27537","plants","Equisetopsida","Orchidaceae","(R.Br.) D.L.Jones & M.A.Clem.",
